"title","a_score","m_score","score_gap","a_rank","m_rank","members","fixed_aired","fixed_published"
Tengoku Daimakyou,8.23,7.93,0.2999997,313,863,18626,Apr 2023 - Jun 2023,Jan 2018 - Dec 2023
Suisei no Gargantia,7.45,7.15,0.2999997,1884,6471,2621,Apr 2013 - Jun 2013,Jan 2013 - Jan 2014
Watashi no Shiawase na Kekkon,8.07,7.77,0.2999997,506,1384,2229,Jul 2023 - Dec 2023,Jan 2019 - Dec 2023
Haiyore! Nyaruko-san,6.99,6.69,0.2999997,4068,12762,1353,Apr 2012 - Jun 2012,May 2011 - Apr 2013
Dog Days,6.86,6.57,0.28999996,4588,14182,1300,Apr 2011 - Jun 2011,Apr 2011 - Sep 2011
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,7.05,6.76,0.28999996,3781,11780,7927,Jan 2023 - Mar 2023,Aug 2019 - Dec 2023
Shouwa Genroku Rakugo Shinjuu,8.57,8.28,0.28999996,94,319,8065,Jan 2016 - Apr 2016,Mar 2010 - Jun 2016
Mushibugyou,7.3,7.01,0.28999996,2524,8456,2321,Apr 2013 - Sep 2013,Aug 2009 - Sep 2010
Ano Natsu de Matteru,7.42,7.13,0.28999996,2020,6668,3248,Jan 2012 - Mar 2012,Jan 2012 - Dec 2012
Endro~!,6.92,6.63,0.28999996,4335,13502,437,Jan 2019 - Mar 2019,Aug 2018 - Feb 2019
Bonjour♪Koiaji Pâtisserie,6.09,5.81,0.2800002,8427,17549,1751,Oct 2014 - Mar 2015,Oct 2014 - Oct 2014
Mawaru Penguindrum,7.94,7.66,0.2800002,667,1851,2413,Jul 2011 - Dec 2011,Jul 2011 - Feb 2012
Black Clover,8.14,7.86,0.2800002,418,1062,204598,Oct 2017 - Mar 2021,Feb 2015 - Dec 2023
Mahou Shoujo Madoka★Magica,8.36,8.08,0.27999973,204,594,37681,Jan 2011 - Apr 2011,Feb 2011 - May 2011
Oshi ga Budoukan Ittekuretara Shinu,7.43,7.15,0.27999973,1990,6404,1489,Jan 2020 - Mar 2020,Jun 2015 - Dec 2023
Penguin Highway,7.56,7.28,0.27999973,1519,4892,606,Aug 2018 - Aug 2018,May 2010 - May 2010
Fune wo Amu,7.62,7.34,0.27999973,1330,4219,1271,Oct 2016 - Dec 2016,Oct 2016 - Oct 2017
Kimetsu no Yaiba,8.5,8.23,0.27000046,125,384,410253,Apr 2019 - Sep 2019,Feb 2016 - May 2020
Seirei Gensouki,7.06,6.79,0.26999998,3729,11393,11973,Jul 2021 - Sep 2021,Jul 2017 - Dec 2023
Mashiro no Oto,7.54,7.27,0.26999998,1584,4942,2043,Apr 2021 - Jun 2021,Dec 2009 - Aug 2022
Hayate no Gotoku!,7.52,7.25,0.26999998,1659,5177,510,Apr 2007 - Mar 2008,May 2007 - Nov 2008
Astro Boy: Tetsuwan Atom,7.02,6.75,0.26999998,3914,11895,2103,Apr 2003 - Mar 2004,Apr 2003 - Aug 2003
Seikai no Monshou,7.63,7.36,0.26999998,1303,4001,1073,Jan 1999 - Mar 1999,May 2012 - Apr 2021
FLCL,8.03,7.76,0.2699995,554,1408,4509,Apr 2000 - Mar 2001,Jun 2000 - Mar 2001
Asobi Asobase,8.19,7.92,0.2699995,361,915,10029,Jul 2018 - Sep 2018,Jun 2015 - Nov 2022
"30-sai no Hoken Taiiku",6.63,6.37,0.26000023,5689,15976,946,Apr 2011 - Jun 2011,Oct 2010 - Aug 2011
Yuu☆Yuu☆Hakusho,8.46,8.2,0.26000023,141,409,65587,Oct 1992 - Jan 1995,Nov 1990 - Jul 1994
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,7.67,7.41,0.26000023,1226,3508,3522,Apr 2017 - Jun 2017,Jul 2016 - May 2018
Hirune Hime: Shiranai Watashi no Monogatari,6.84,6.58,0.26000023,4679,14021,957,Mar 2017 - Mar 2017,Feb 2017 - Dec 2017
Ouran Koukou Host Club,8.16,7.9,0.25999975,392,946,3081,Apr 2006 - Sep 2006,Apr 2008 - Sep 2009
Onmyou Taisenki,7.12,6.86,0.25999975,3453,10522,409,Nov 2004 - Sep 2005,Oct 2004 - Mar 2006
Shingeki no Kyojin: Kuinaki Sentaku,8.41,8.16,0.25,165,473,50701,Dec 2014 - Apr 2015,Nov 2013 - Jun 2014
Chicchana Yukitsukai Sugar,7.08,6.83,0.25,3634,10882,1234,Oct 2001 - Mar 2002,Jul 2001 - Aug 2002
Bokutachi no Remake,7.41,7.16,0.25,2044,6233,7129,Jul 2021 - Sep 2021,Nov 2018 - Apr 2022
Yumemiru Danshi wa Genjitsushugisha,6.82,6.57,0.25,4790,14129,2085,Jul 2023 - Dec 2023,Mar 2021 - Dec 2023
"Yuusha, Yamemasu",7.03,6.78,0.25,3886,11604,10480,Apr 2022 - Jun 2022,May 2018 - Dec 2023
Dance Dance Danseur,7.87,7.62,0.25,795,2043,3880,Apr 2022 - Jun 2022,Sep 2015 - Dec 2023
Nurarihyon no Mago,7.61,7.36,0.25,1376,3982,782,Jul 2010 - Dec 2010,Dec 2009 - Sep 2011
Ookami Kodomo no Ame to Yuki,8.58,8.33,0.25,89,263,23550,Jul 2012 - Jul 2012,Apr 2012 - Aug 2013
Oniisama e...,7.84,7.6,0.24000025,838,2161,4273,Jul 1991 - May 1992,Feb 1974 - Aug 1974
Kotonoha no Niwa,7.89,7.65,0.23999977,754,1941,12646,May 2013 - May 2013,Apr 2013 - Oct 2013
Heroman,6.81,6.57,0.23999977,4825,14167,1081,Apr 2010 - Sep 2010,Aug 2009 - Oct 2011
Girls & Panzer,7.52,7.28,0.23999977,1656,4875,5659,Oct 2012 - Mar 2013,Jun 2012 - Mar 2014
Corrector Yui,6.99,6.75,0.23999977,4057,11883,699,Apr 1999 - Oct 2000,Apr 1999 - Dec 1999
Kokoro Connect,7.75,7.52,0.23000002,1016,2643,8977,Jul 2012 - Sep 2012,Oct 2010 - Aug 2013
Sabage-bu!,7.35,7.12,0.23000002,2309,6757,1845,Jul 2014 - Sep 2014,Dec 2010 - Dec 2016
Lupin III,7.63,7.4,0.23000002,1298,3569,4522,Oct 1971 - Mar 1972,Jul 1967 - Apr 1972
ChäoS;HEAd,6.3,6.07,0.23000002,7408,17159,5111,Oct 2008 - Dec 2008,Aug 2008 - May 2009
"Jitsu wa Ore, Saikyou deshita?",6.82,6.59,0.23000002,4811,13919,12855,Jul 2023 - Dec 2023,Apr 2019 - Dec 2023
Shokugeki no Souma,8.16,7.93,0.23000002,393,872,175296,Apr 2015 - Sep 2015,Nov 2012 - Aug 2019
Sansha Sanyou,7.1,6.87,0.23000002,3582,10380,971,Apr 2016 - Jun 2016,Jan 2003 - Dec 2018
Air,7.28,7.05,0.23000002,2627,7736,5520,Jan 2005 - Mar 2005,Aug 2004 - Feb 2006
Mushoku Tensei: Isekai Ittara Honki Dasu,8.37,8.14,0.22999954,194,488,101911,Jan 2021 - Mar 2021,May 2014 - Dec 2023
Maburaho,6.74,6.51,0.22999954,5165,14822,2475,Oct 2003 - Apr 2004,Apr 2003 - Sep 2004
Beelzebub,7.86,7.64,0.22000027,797,1982,1509,Jan 2011 - Mar 2012,May 2011 - Sep 2012
Hotarubi no Mori e,8.29,8.07,0.22000027,255,608,20050,Sep 2011 - Sep 2011,Jun 2002 - Mar 2003
Chrome Shelled Regios,7.28,7.06,0.22000027,2633,7700,2462,Jan 2009 - Jun 2009,Nov 2006 - Sep 2011
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.78,7.56,0.22000027,950,2436,2791,Jun 1996 - Dec 2004,Sep 1976 - Sep 2016
White Album 2,7.62,7.4,0.21999979,1354,3627,1202,Oct 2013 - Dec 2013,Jul 2013 - Oct 2015
Girls & Panzer,7.52,7.3,0.21999979,1656,4664,746,Oct 2012 - Mar 2013,Nov 2012 - Jun 2013
Edomae Elf,7.29,7.07,0.21999979,2578,7577,1882,Apr 2023 - Jun 2023,Jun 2019 - Dec 2023
Sono Bisque Doll wa Koi wo Suru,8.23,8.01,0.21999931,309,706,138326,Jan 2022 - Mar 2022,Jan 2018 - Dec 2023
Mirai Nikki: Redial,7.3,7.09,0.21000004,2523,7170,10153,Jun 2013 - Jun 2013,Mar 2013 - Jul 2013
Net-juu no Susume,7.55,7.34,0.21000004,1568,4230,5893,Oct 2017 - Dec 2017,Oct 2013 - Jul 2015
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.65,7.44,0.21000004,1268,3331,7892,Jul 2016 - Oct 2016,May 2014 - May 2017
Gaikotsu Shotenin Honda-san,7.29,7.08,0.21000004,2579,7429,3959,Oct 2018 - Dec 2018,Aug 2015 - Mar 2019
Burn the Witch,7.11,6.9,0.21000004,3498,9909,19647,Oct 2020 - Oct 2020,Aug 2020 - Sep 2020
Renai Flops,6.71,6.5,0.21000004,5334,14916,1443,Oct 2022 - Dec 2022,Jun 2022 - Dec 2023
Level 1 dakedo Unique Skill de Saikyou desu,6.44,6.23,0.21000004,6729,16678,5271,Jul 2023 - Dec 2023,May 2018 - Dec 2023
Amagi Brilliant Park,7.46,7.25,0.21000004,1846,5216,5820,Oct 2014 - Dec 2014,Feb 2014 - Sep 2016
Strawberry Panic,7.28,7.07,0.21000004,2675,7509,7557,Apr 2006 - Sep 2006,Sep 2005 - Dec 2006
Shin Taketori Monogatari: 1000-nen Joou,7.15,6.95,0.20000029,3317,9263,497,Apr 1981 - Mar 1982,Jan 1980 - May 1983
Densetsu no Yuusha no Densetsu,7.52,7.32,0.19999981,1653,4373,3855,Jul 2010 - Dec 2010,Jul 2008 - Apr 2012
Saint Seiya,7.75,7.55,0.19999981,1021,2459,18165,Oct 1986 - Apr 1989,Dec 1985 - Nov 1990
Alice to Zouroku,7.1,6.9,0.19999981,3547,9933,1749,Apr 2017 - Jun 2017,Oct 2012 - Dec 2023
"""Oshi no Ko""",8.88,8.68,0.19999981,23,58,143435,Apr 2023 - Jun 2023,Apr 2020 - Dec 2023
Quanzhi Gaoshou,7.88,7.69,0.19000006,778,1669,5779,Apr 2017 - Jun 2017,Sep 2015 - Dec 2023
Shingeki no Kyojin: Lost Girls,7.81,7.62,0.19000006,896,2039,14869,Dec 2017 - Aug 2018,Aug 2015 - May 2016
"Yondemasu yo, Azazel-san.",7.57,7.38,0.19000006,1480,3800,2687,Feb 2010 - Jun 2014,Oct 2007 - Dec 2018
Kotoura-san,7.17,6.98,0.19000006,3216,8843,3182,Jan 2013 - Mar 2013,Jul 2010 - Mar 2015
Kaitou Saint Tail,7.56,7.37,0.19000006,1510,3877,2341,Oct 1995 - Sep 1996,Sep 1994 - Feb 1997
Kanon,7.07,6.89,0.1800003,3689,10036,1076,Jan 2002 - Mar 2002,Dec 2002 - Dec 2002
Rokka no Yuusha,7.28,7.1,0.1800003,2666,7094,4792,Jul 2015 - Sep 2015,Feb 2012 - Nov 2014
Slayers Evolution-R,7.38,7.2,0.1800003,2179,5768,886,Jan 2009 - Apr 2009,Jun 2009 - Jun 2009
Da Wang Rao Ming,7.53,7.35,0.1800003,1613,4102,1090,Dec 2021 - Feb 2022,Dec 2019 - Dec 2023
Cider no You ni Kotoba ga Wakiagaru,7.41,7.23,0.17999983,2045,5378,1088,Jul 2021 - Jul 2021,Nov 2019 - Mar 2021
Chuuka Ichiban!,7.58,7.4,0.17999983,1441,3574,1340,Apr 1997 - Sep 1998,Sep 1995 - Oct 1996
Love Live! Sunshine!!,7.39,7.21,0.17999983,2117,5646,1327,Jul 2016 - Sep 2016,Mar 2016 - Dec 2023
Tate no Yuusha no Nariagari,7.98,7.8,0.17999983,618,1267,108131,Jan 2019 - Jun 2019,Feb 2014 - Dec 2023
Hakuouki,7.37,7.2,0.17000008,2209,5844,1317,Apr 2010 - Jun 2010,Oct 2009 - Jul 2013
Gi(a)rlish Number,6.82,6.65,0.17000008,4804,13285,789,Oct 2016 - Dec 2016,Mar 2016 - May 2017
Saiunkoku Monogatari,7.89,7.72,0.17000008,757,1579,2443,Apr 2006 - Feb 2007,Oct 2003 - Jun 2011
Futoku no Guild,6.57,6.4,0.17000008,6003,15743,7343,Oct 2022 - Dec 2022,Jun 2017 - Dec 2023
Tondemo Skill de Isekai Hourou Meshi,7.69,7.52,0.17000008,1169,2635,21480,Jan 2023 - Mar 2023,Mar 2017 - Dec 2023
Kindaichi Shounen no Jikenbo Returns,7.53,7.36,0.17000008,1628,4000,722,Apr 2014 - Sep 2014,Nov 2013 - Oct 2017
Nanatsu no Taizai,7.66,7.49,0.17000008,1232,2866,175410,Oct 2014 - Mar 2015,Oct 2012 - Mar 2020
Yowamushi Pedal: Spare Bike,7.46,7.29,0.17000008,1841,4787,915,Sep 2016 - Sep 2016,Aug 2012 - Dec 2023
Ristorante Paradiso,7.31,7.14,0.17000008,2511,6552,3002,Apr 2009 - Jun 2009,May 2005 - Mar 2006
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.24,7.07,0.1699996,2828,7522,883,Jul 2008 - Sep 2008,Feb 2008 - Nov 2008
NHK ni Youkoso!,8.31,8.15,0.1600008,240,478,55649,Jul 2006 - Dec 2006,Dec 2003 - Apr 2007
Kyouran Kazoku Nikki,7.26,7.1,0.16000032,2750,7037,549,Apr 2008 - Oct 2008,Nov 2007 - Jan 2010
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.21,7.05,0.15999985,3006,7823,9531,Jul 2013 - Sep 2013,Mar 2013 - Jul 2014
Suzumiya Haruhi no Yuuutsu,7.83,7.67,0.15999985,870,1793,3828,Apr 2006 - Jul 2006,Mar 2004 - Oct 2004
Boku to Roboko,6.47,6.31,0.15999985,6538,16301,2997,Dec 2022 - Jun 2023,Jul 2020 - Dec 2023
No Game No Life,8.08,7.92,0.15999985,482,905,29302,Apr 2014 - Jun 2014,Jan 2013 - Sep 2017
Binghuo Mochu,6.94,6.78,0.15999985,4258,11602,842,Dec 2021 - Nov 2022,Apr 2014 - Dec 2023
Kamichu!,7.37,7.21,0.15999985,2211,5697,2578,Jun 2005 - Sep 2005,Jun 2005 - Jan 2007
Kamisama no Memochou,7.48,7.32,0.15999985,1801,4384,2251,Jul 2011 - Sep 2011,Jun 2010 - Jul 2012
Kidou Senshi Gundam Thunderbolt,7.94,7.79,0.1500001,663,1277,2936,Dec 2015 - Apr 2016,Mar 2012 - Dec 2023
Edens Zero,7.3,7.15,0.1500001,2553,6416,35590,Apr 2021 - Oct 2021,Jun 2018 - Dec 2023
Slayers Revolution,7.25,7.1,0.1500001,2818,7016,1086,Jul 2008 - Sep 2008,Dec 2008 - Dec 2008
Tennis no Ouji-sama,7.86,7.71,0.1500001,810,1608,25308,Oct 2001 - Mar 2005,Jul 1999 - Mar 2008
Akachan to Boku,7.81,7.66,0.1500001,902,1862,2490,Jul 1996 - Mar 1997,May 1991 - Jun 1997
Shin Tennis no Ouji-sama,7.53,7.38,0.1500001,1636,3792,12102,Jan 2012 - Mar 2012,Mar 2009 - Dec 2023
Over Drive,7.53,7.38,0.1500001,1632,3770,3982,Apr 2007 - Sep 2007,May 2005 - May 2008
RideBack,7.26,7.11,0.1500001,2766,6970,1104,Jan 2009 - Mar 2009,Apr 2003 - Oct 2008
Kamisama no Inai Nichiyoubi,7.29,7.14,0.1500001,2584,6490,3668,Jul 2013 - Sep 2013,Oct 2010 - Jul 2013
Junketsu no Maria,7.11,6.96,0.1500001,3507,9131,2336,Jan 2015 - Mar 2015,Nov 2008 - Jul 2013
Wagaya no Oinari-sama.,7.19,7.04,0.1500001,3081,7962,1213,Apr 2008 - Sep 2008,Feb 2007 - May 2013
Kidou Senshi Gundam: Senkou no Hathaway,7.82,7.67,0.1500001,881,1802,740,Jun 2021 - Jun 2021,Feb 1989 - May 1990
ACCA: 13-ku Kansatsu-ka,7.66,7.51,0.14999962,1241,2754,4091,Jan 2017 - Mar 2017,Jun 2013 - Oct 2016
Dragon Ball Super,7.43,7.28,0.14999962,1968,4906,62579,Jul 2015 - Mar 2018,Jun 2015 - Dec 2023
Shingeki! Kyojin Chuugakkou,7.2,7.05,0.14999962,3062,7860,9095,Oct 2015 - Dec 2015,Apr 2012 - Jul 2016
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.31,8.17,0.14000034,233,452,14790,Apr 2011 - Jun 2011,Apr 2012 - Apr 2013
Kakkou no Iinazuke,6.93,6.79,0.13999987,4284,11445,37083,Apr 2022 - Oct 2022,Jan 2020 - Dec 2023
Princess Lover!,6.69,6.55,0.13999987,5416,14392,1104,Jul 2009 - Sep 2009,Aug 2009 - Aug 2009
Seto no Hanayome,7.67,7.53,0.13999987,1224,2584,8437,Apr 2007 - Oct 2007,Jul 2002 - Nov 2010
Children,5.87,5.73,0.13999987,9443,17619,8881,Jun 2011 - Jun 2011,Oct 2017 - Mar 2019
Aquarion Evol,7.08,6.94,0.13999987,3633,9401,844,Jan 2012 - Jun 2012,Jan 2012 - Jun 2014
Sakigake!! Otokojuku,7.4,7.26,0.13999987,2111,5117,3428,Feb 1988 - Nov 1988,Apr 1985 - Aug 1991
Tokyo Mew Mew,7.08,6.95,0.13000011,3667,9148,26029,Apr 2002 - Mar 2003,Aug 2000 - Dec 2002
Kimi ni Todoke,8.0,7.87,0.13000011,600,1031,4031,Oct 2009 - Mar 2010,Aug 2007 - Dec 2015
Taimadou Gakuen 35 Shiken Shoutai,6.81,6.68,0.13000011,4845,12835,3031,Oct 2015 - Dec 2015,Dec 2014 - Dec 2015
Kamisama Kazoku,7.1,6.97,0.13000011,3568,8929,1292,May 2006 - Aug 2006,Dec 2005 - May 2008
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.37,7.24,0.13000011,2219,5287,15437,Jul 2020 - Sep 2020,Jul 2018 - Jul 2021
Hoozuki no Reitetsu,7.77,7.64,0.13000011,984,1945,5297,Jan 2014 - Apr 2014,Mar 2011 - Jan 2020
Lost Universe,7.03,6.9,0.13000011,3860,9882,602,Apr 1998 - Sep 1998,Apr 1998 - Dec 1999
Otome wa Boku ni Koishiteru,7.03,6.91,0.12000036,3873,9805,2343,Oct 2006 - Dec 2006,Sep 2006 - Jun 2008
Kono Subarashii Sekai ni Shukufuku wo!,8.11,7.99,0.119999886,442,738,22147,Jan 2016 - Mar 2016,Sep 2014 - Dec 2023
Quanzhi Fashi,7.19,7.07,0.119999886,3125,7587,3391,Sep 2016 - Nov 2016,Jan 2018 - Dec 2023
Natsu no Arashi!,7.24,7.12,0.119999886,2832,6801,2117,Apr 2009 - Jun 2009,Aug 2006 - Sep 2010
Jujutsu Kaisen,8.64,8.52,0.119999886,69,127,348330,Oct 2020 - Mar 2021,Mar 2018 - Dec 2023
Air Master,6.96,6.84,0.119999886,4153,10759,1534,Apr 2003 - Oct 2003,Nov 1996 - Mar 2006
Joshiraku,7.45,7.33,0.119999886,1912,4291,3903,Jul 2012 - Sep 2012,Sep 2009 - Sep 2013
Devilman Lady,6.6,6.48,0.119999886,5850,15058,5455,Oct 1998 - May 1999,Jan 1997 - Jul 2000
Saiki Kusuo no Ψ-nan,8.42,8.3,0.119999886,162,302,30954,Jul 2016 - Dec 2016,May 2012 - Jul 2018
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.77,6.65,0.119999886,4999,13287,4843,Oct 2019 - Dec 2019,Aug 2016 - Dec 2023
Toji no Miko,6.79,6.67,0.119999886,4915,12951,743,Jan 2018 - Jun 2018,Oct 2017 - Mar 2019
Clannad,8.0,7.89,0.11000013,589,992,11082,Oct 2007 - Mar 2008,May 2005 - Apr 2009
Kumichou Musume to Sewagakari,7.77,7.66,0.11000013,986,1830,6974,Jul 2022 - Sep 2022,Jun 2018 - Dec 2023
Prison School,7.61,7.5,0.11000013,1379,2849,130947,Jul 2015 - Sep 2015,Feb 2011 - Dec 2017
Baka to Test to Shoukanjuu,7.52,7.41,0.11000013,1650,3562,7876,Jan 2010 - Apr 2010,Apr 2009 - Jul 2016
Somali to Mori no Kamisama,7.82,7.71,0.11000013,886,1597,17090,Jan 2020 - Mar 2020,Apr 2015 - Oct 2019
Yankee-kun na Yamada-kun to Megane-chan to Majo,7.0,6.89,0.11000013,4024,10013,3147,Aug 2015 - Aug 2015,Dec 2013 - Dec 2013
Himouto! Umaru-chanS,7.02,6.91,0.11000013,3927,9751,1834,Sep 2015 - Feb 2016,Apr 2014 - Jul 2015
Hal,7.4,7.29,0.11000013,2101,4711,6276,Jun 2013 - Jun 2013,Mar 2013 - Jun 2013
Kamigami no Asobi,7.01,6.9,0.11000013,3978,9927,2228,Apr 2014 - Jun 2014,Dec 2012 - Aug 2014
Shin Megami Tensei Devil Children,7.12,7.01,0.10999966,3460,8440,523,Oct 2000 - Sep 2001,Mar 2001 - Dec 2023
Ueki no Housoku,7.72,7.61,0.10999966,1098,2135,9415,Apr 2005 - Mar 2006,Jul 2001 - Oct 2004
Black Lagoon,8.03,7.92,0.10999966,550,901,3389,Apr 2006 - Jun 2006,Jul 2008 - Jan 2011
Hyouge Mono,7.97,7.86,0.10999966,626,1069,2339,Apr 2011 - Jan 2012,Aug 2005 - Nov 2017
Kono Sekai no Katasumi ni,8.22,8.12,0.10000038,316,532,7323,Nov 2016 - Nov 2016,Jan 2007 - Jan 2009
Tondemo Skill de Isekai Hourou Meshi,7.69,7.59,0.099999905,1169,2253,2246,Jan 2023 - Mar 2023,Nov 2016 - Dec 2023
Taimadou Gakuen 35 Shiken Shoutai,6.81,6.71,0.099999905,4845,12492,4011,Oct 2015 - Dec 2015,Nov 2012 - May 2014
Oda Nobuna no Yabou,7.38,7.28,0.099999905,2171,4868,2203,Jul 2012 - Sep 2012,Jul 2011 - Jun 2014
Drifters,7.9,7.8,0.099999905,734,1263,37023,Oct 2016 - Dec 2016,Apr 2009 - Dec 2023
Anima Yell!,6.88,6.78,0.099999905,4513,11599,924,Oct 2018 - Dec 2018,Feb 2016 - Aug 2020
Deaimon,7.56,7.47,0.09000015,1497,3004,1842,Apr 2022 - Jun 2022,Apr 2016 - Dec 2023
Suzumiya Haruhi no Yuuutsu,7.83,7.74,0.09000015,870,1488,17139,Apr 2006 - Jul 2006,Sep 2005 - Sep 2013
Norn9: Norn+Nonet,6.55,6.46,0.09000015,6097,15239,1226,Jan 2016 - Mar 2016,May 2013 - Dec 2013
Nichijou,8.46,8.37,0.09000015,142,228,34747,Apr 2011 - Sep 2011,Jun 2006 - Dec 2023
Dr. Stone,8.29,8.2,0.09000015,253,407,179815,Jul 2019 - Dec 2019,Mar 2017 - Mar 2022
Kidou Senshi Gundam,7.76,7.67,0.09000015,1007,1804,1055,Apr 1979 - Jan 1980,Nov 1979 - Mar 1981
Watashi no Shiawase na Kekkon,8.07,7.98,0.089999676,506,754,11823,Jul 2023 - Dec 2023,Dec 2018 - Dec 2023
Saiunkoku Monogatari,7.89,7.8,0.089999676,757,1249,5574,Apr 2006 - Feb 2007,Jul 2005 - Mar 2012
Akikan!,6.12,6.03,0.089999676,8278,17274,2466,Jan 2009 - Mar 2009,Oct 2008 - Apr 2009
Tenshi na Konamaiki,7.43,7.34,0.089999676,1957,4186,3901,Apr 2002 - Mar 2003,May 1999 - Aug 2003
Senki Zesshou Symphogear,7.03,6.95,0.0800004,3877,9265,1417,Jan 2012 - Mar 2012,Dec 2011 - Mar 2013
Danna ga Nani wo Itteiru ka Wakaranai Ken,7.29,7.21,0.07999992,2575,5678,5899,Oct 2014 - Dec 2014,Dec 2011 - Aug 2015
Bleach,7.92,7.84,0.07999992,689,1120,365877,Oct 2004 - Mar 2012,Aug 2001 - Aug 2016
Kyou no 5 no 2,7.2,7.12,0.07999992,3047,6793,3467,Mar 2006 - Mar 2007,Apr 2002 - Jun 2003
Hitsugi no Chaika,7.22,7.14,0.07999992,2956,6493,6851,Apr 2014 - Jun 2014,Oct 2011 - Dec 2014
Date A Live,7.16,7.08,0.07999992,3253,7360,6303,Apr 2013 - Jun 2013,Apr 2012 - Nov 2012
K-On!,7.85,7.77,0.07999992,828,1371,33700,Apr 2009 - Jun 2009,Apr 2007 - Sep 2010
Koe no Katachi,8.94,8.86,0.07999992,16,26,259812,Sep 2016 - Sep 2016,Aug 2013 - Nov 2014
Ano Natsu de Matteru,7.42,7.34,0.07999992,2020,4222,789,Jan 2012 - Mar 2012,Mar 2012 - Jul 2012
Grancrest Senki,7.22,7.14,0.07999992,2952,6574,1710,Jan 2018 - Jun 2018,Aug 2013 - Mar 2018
Detroit Metal City,8.1,8.03,0.07000065,456,678,14382,Aug 2008 - Oct 2008,Apr 2005 - Apr 2010
Otogizoushi,6.92,6.85,0.07000017,4355,10563,745,Jul 2004 - Mar 2005,Jun 2004 - Mar 2005
Souten Kouro,7.23,7.16,0.07000017,2918,6350,1244,Apr 2009 - Sep 2009,Oct 1994 - Nov 2005
Saenai Heroine no Sodatekata,7.48,7.41,0.07000017,1779,3655,7486,Jan 2015 - Mar 2015,Jan 2013 - Aug 2016
Denpa-teki na Kanojo,7.51,7.44,0.07000017,1701,3251,3589,Feb 2009 - Dec 2009,Sep 2004 - Jul 2005
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.23,7.16,0.07000017,2884,6240,2206,Jul 2019 - Sep 2019,Dec 2019 - Dec 2023
Kanata no Astra,8.08,8.01,0.069999695,496,709,18380,Jul 2019 - Sep 2019,May 2016 - Dec 2017
Gingitsune,7.16,7.09,0.069999695,3260,7148,1416,Oct 2013 - Dec 2013,Feb 2008 - Dec 2023
Mach GoGoGo,6.66,6.59,0.069999695,5561,13895,1095,Apr 1967 - Mar 1968,Jun 1966 - May 1968
Kimi no Suizou wo Tabetai,8.56,8.5,0.06000042,97,136,40557,Sep 2018 - Sep 2018,Aug 2016 - May 2017
Blood+,7.62,7.56,0.059999943,1324,2437,13248,Oct 2005 - Sep 2006,Dec 2005 - Apr 2007
Kaitou Joker,6.93,6.87,0.059999943,4283,10409,469,Oct 2014 - Jan 2015,Feb 2007 - Jul 2017
Fractale,6.92,6.86,0.059999943,4336,10498,1369,Jan 2011 - Apr 2011,Sep 2010 - Nov 2011
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",6.93,6.87,0.059999943,4316,10286,8224,Oct 2022 - Dec 2022,Jan 2019 - Dec 2023
Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.36,7.3,0.059999943,2246,4630,11198,Jan 2020 - Mar 2020,Mar 2016 - Dec 2023
Golden Time,7.74,7.68,0.059999943,1046,1760,11333,Oct 2013 - Mar 2014,Aug 2011 - May 2016
Miira no Kaikata,7.47,7.41,0.059999943,1825,3509,3286,Jan 2018 - Mar 2018,Nov 2014 - Dec 2023
Hanayamata,7.32,7.26,0.059999943,2441,5081,2892,Jul 2014 - Sep 2014,Apr 2011 - Feb 2018
Last Exile: Ginyoku no Fam,7.07,7.01,0.059999943,3694,8396,687,Oct 2011 - Mar 2012,Jul 2011 - Oct 2012
Nobunaga Concerto,7.54,7.48,0.059999943,1586,2975,2438,Jul 2014 - Sep 2014,May 2009 - Dec 2023
Blend S,7.27,7.21,0.059999943,2711,5687,7883,Oct 2017 - Dec 2017,Aug 2013 - Apr 2022
Minami-ke,7.65,7.59,0.059999943,1265,2237,6636,Oct 2007 - Dec 2007,Nov 2004 - Dec 2023
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.62,7.56,0.059999943,1350,2448,1579,Jan 1998 - Apr 1998,Nov 1995 - Sep 1997
Shigatsu wa Kimi no Uso,8.65,8.59,0.059999466,67,92,77063,Oct 2014 - Mar 2015,Apr 2011 - Feb 2015
Toradora!,8.08,8.02,0.059999466,487,700,36907,Oct 2008 - Mar 2009,Jul 2007 - Dec 2023
