"mid","title","rank","type","volumes","published","members","page_url","image_url","score","fixed_published"
1661,Isekai Kuimetsu no Same,11635,Manga,?,Oct 2020 -,3658,https://myanimelist.net/manga/131228/Isekai_Kuimetsu_no_Same,https://cdn.myanimelist.net/r/100x140/images/manga/1/246284.jpg?s=940decf612c7e6213bc6f417a54a4db1,6.77,Oct 2020 - Dec 2023
1662,Crystal☆Dragon,3583,Manga,?,Feb 1981 -,937,https://myanimelist.net/manga/5949/Crystal☆Dragon,https://cdn.myanimelist.net/r/100x140/images/manga/1/270172.jpg?s=b637b489f7000b6bf02401843e0ee57c,7.4,Feb 1981 - Dec 2023
1663,Tensei shitara Ken deshita,2809,Manga,?,Dec 2016 -,29002,https://myanimelist.net/manga/103144/Tensei_shitara_Ken_deshita,https://cdn.myanimelist.net/r/100x140/images/manga/1/195150.jpg?s=c84dd67ec7c33ec68b3c8dd34947b1b8,7.5,Dec 2016 - Dec 2023
1664,Cerberus,13375,Manga,"10",Jan 2010 - Oct 2011,4770,https://myanimelist.net/manga/20208/Cerberus,https://cdn.myanimelist.net/r/100x140/images/manga/3/117661.jpg?s=a934b21aec841aa4137e3418e838152b,6.64,Jan 2010 - Oct 2011
1665,Chronos Ruler,14406,Manhua,?,May 2014 -,1505,https://myanimelist.net/manga/91050/Chronos_Ruler,https://cdn.myanimelist.net/r/100x140/images/manga/2/190915.jpg?s=502c806a7b13e7bce54b0974f74fd713,6.54,May 2014 - Dec 2023
1666,GetBackers Bangai-hen,16858,One-shot,?,Feb 2009 - Feb 2009,400,https://myanimelist.net/manga/64849/GetBackers_Bangai-hen,https://cdn.myanimelist.net/r/100x140/images/manga/2/110761.jpg?s=7673f1e4a5dba96b10f22dbd74258e1f,6.18,Feb 2009 - Feb 2009
1667,No Game No Life: Practical War Game,731,Light-Novel,"1",Dec 2016 - Dec 2016,3576,https://myanimelist.net/manga/103268/No_Game_No_Life__Practical_War_Game,https://cdn.myanimelist.net/r/100x140/images/manga/1/187957.jpg?s=974aa3e558b4d09adbd02c0e641bc3f3,8.0,Dec 2016 - Dec 2016
1668,Shin Devilman,17051,Manga,"1",May 1979 - May 1981,3714,https://myanimelist.net/manga/13753/Shin_Devilman,https://cdn.myanimelist.net/r/100x140/images/manga/1/25270.jpg?s=56fc32bdc9274c3c1c9ca6d5a8fc630e,6.12,May 1979 - May 1981
1670,Seirei Produce,8821,Manga,"2",Nov 2009 - Jan 2012,2826,https://myanimelist.net/manga/20037/Seirei_Produce,https://cdn.myanimelist.net/r/100x140/images/manga/1/65029.jpg?s=476d5873c339f44623191648b2cba16f,6.98,Nov 2009 - Jan 2012
1671,Boku no Hero Academia: Yuuei Hakusho,1504,Light-Novel,?,Apr 2016 -,5919,https://myanimelist.net/manga/98176/Boku_no_Hero_Academia__Yuuei_Hakusho,https://cdn.myanimelist.net/r/100x140/images/manga/2/257193.jpg?s=05ab3cef6da34d587c948736a59e7eb0,7.74,Apr 2016 - Dec 2023
1672,Takane no Hana-san,14479,Manga,?,Aug 2018 -,962,https://myanimelist.net/manga/132107/Takane_no_Hana-san,https://cdn.myanimelist.net/r/100x140/images/manga/1/238730.jpg?s=6a15700781c3bf1b59c13d8e063d8f77,6.54,Aug 2018 - Dec 2023
1673,Hagane,13890,Manga,"16",Apr 1998 - Dec 2002,526,https://myanimelist.net/manga/4118/Hagane,https://cdn.myanimelist.net/r/100x140/images/manga/2/177452.jpg?s=92ce36873ab2a3bcc9b9b8c7b6105b7e,6.59,Apr 1998 - Dec 2002
1674,Ichiba Kurogane wa Kasegitai,5218,Manga,"13",Feb 2012 - Oct 2016,2185,https://myanimelist.net/manga/74653/Ichiba_Kurogane_wa_Kasegitai,https://cdn.myanimelist.net/r/100x140/images/manga/1/188901.jpg?s=43e0266c28078958a9ea5d0f80b088aa,7.25,Feb 2012 - Oct 2016
1675,Mel Kano.,8058,Manga,"5",Jun 2005 - May 2010,4707,https://myanimelist.net/manga/4539/Mel_Kano,https://cdn.myanimelist.net/r/100x140/images/manga/2/56267.jpg?s=4ec6a6589fe5ac281cecd8cfb3ffd92c,7.03,Jun 2005 - May 2010
1676,Clannad: Tomoyo After,837,Manga,"1",Apr 2007 - Oct 2007,7617,https://myanimelist.net/manga/3941/Clannad__Tomoyo_After,https://cdn.myanimelist.net/r/100x140/images/manga/1/6141.jpg?s=755d92a4c543ddd69ff46fdda4a3a0e1,7.95,Apr 2007 - Oct 2007
1677,Shitsuji de Maid na Otoko no Ko,11842,Manga,"1",Jul 2011 - Oct 2012,510,https://myanimelist.net/manga/46972/Shitsuji_de_Maid_na_Otoko_no_Ko,https://cdn.myanimelist.net/r/100x140/images/manga/2/152345.jpg?s=9b2bab712bb89f38bc5176e0b2f6f4a3,6.76,Jul 2011 - Oct 2012
1678,Rule: Shoumetsu Kyoushitsu,17756,Manga,"3",Jul 2016 - Nov 2017,2593,https://myanimelist.net/manga/109618/Rule__Shoumetsu_Kyoushitsu,https://cdn.myanimelist.net/r/100x140/images/manga/2/200791.jpg?s=9b52ab81801a208dc0f9c07c38a49a1f,5.46,Jul 2016 - Nov 2017
1681,Heart no Kuni no Alice: Tokei Usagi to Gogo no Koucha wo,5967,Manga,"2",Jul 2014 - Aug 2015,1083,https://myanimelist.net/manga/82299/Heart_no_Kuni_no_Alice__Tokei_Usagi_to_Gogo_no_Koucha_wo,https://cdn.myanimelist.net/r/100x140/images/manga/1/142477.jpg?s=aaf8e874478e78cabfb1e2a6190e5f7b,7.19,Jul 2014 - Aug 2015
1683,Gun x Clover,3992,Manga,"12",Apr 2012 - Nov 2017,18764,https://myanimelist.net/manga/39281/Gun_x_Clover,https://cdn.myanimelist.net/r/100x140/images/manga/1/203272.jpg?s=ad4674e5eb7859c4f34cce8c03e3f325,7.36,Apr 2012 - Nov 2017
1684,Kyoukai Meikyuu to Ikai no Majutsushi,16616,Manga,?,Jun 2018 -,3524,https://myanimelist.net/manga/115367/Kyoukai_Meikyuu_to_Ikai_no_Majutsushi,https://cdn.myanimelist.net/r/100x140/images/manga/3/223524.jpg?s=8acc61569c4a947cfd5aa2ac079f94eb,6.24,Jun 2018 - Dec 2023
1685,Zombie Maria,5645,One-shot,?,May 2016 - May 2016,3108,https://myanimelist.net/manga/99251/Zombie_Maria,https://cdn.myanimelist.net/r/100x140/images/manga/3/181399.jpg?s=86e565dc367804fc80e654e957169a17,7.21,May 2016 - May 2016
1686,Abyss Calling: Moto Haikakin Gamer ga Saitei Saiaku no Soshage Isekai ni Shoukan Saretara,16361,Manga,?,Jul 2020 -,577,https://myanimelist.net/manga/135395/Abyss_Calling__Moto_Haikakin_Gamer_ga_Saitei_Saiaku_no_Soshage_Isekai_ni_Shoukan_Saretara,https://cdn.myanimelist.net/r/100x140/images/manga/3/243151.jpg?s=b19a47a204907103f80279e4bdd2bce3,6.3,Jul 2020 - Dec 2023
1687,Ten no Ryuu Chi no Sakura,1632,Manga,"3",Dec 2007 - Feb 2009,4016,https://myanimelist.net/manga/10908/Ten_no_Ryuu_Chi_no_Sakura,https://cdn.myanimelist.net/r/100x140/images/manga/5/261602.jpg?s=606c6decea416152fe8c9df0fb722bc6,7.7,Dec 2007 - Feb 2009
1689,.hack//AI Buster,931,Light-Novel,"2",Oct 2002 - Jun 2005,3858,https://myanimelist.net/manga/955/hack__AI_Buster,https://cdn.myanimelist.net/r/100x140/images/manga/1/126051.jpg?s=335fd01cd73a85ec7f0fac857fea9f1b,7.91,Oct 2002 - Jun 2005
1690,Jackals,4060,Manga,"7",Dec 2005 - Sep 2008,12512,https://myanimelist.net/manga/1673/Jackals,https://cdn.myanimelist.net/r/100x140/images/manga/1/259164.jpg?s=036d3bcc53f34b0a442d5643b276bd1c,7.35,Dec 2005 - Sep 2008
1691,Akairo Kousaten,6898,Manga,"3",Jun 2016 - Feb 2018,801,https://myanimelist.net/manga/108493/Akairo_Kousaten,https://cdn.myanimelist.net/r/100x140/images/manga/1/200086.jpg?s=296f89fae72a5380d9296b9522775311,7.11,Jun 2016 - Feb 2018
1692,Tsurenai Kanojo no Hitorijime,3825,Manga,?,Apr 2021 -,2602,https://myanimelist.net/manga/136683/Tsurenai_Kanojo_no_Hitorijime,https://cdn.myanimelist.net/r/100x140/images/manga/1/252483.jpg?s=b2b40ac2b5c923c86c36854944f8719b,7.38,Apr 2021 - Dec 2023
1693,Kono Sekai no Kouryakuhon wo Hirotteshimaimashita,9945,Manga,?,Jan 2023 -,964,https://myanimelist.net/manga/155372/Kono_Sekai_no_Kouryakuhon_wo_Hirotteshimaimashita,https://cdn.myanimelist.net/r/100x140/images/manga/2/278934.jpg?s=33a64be39867d29637e94e5d6bcf06e2,6.9,Jan 2023 - Dec 2023
1694,Aida ni Hatachi,14235,Manga,"6",May 2018 - Jul 2019,2233,https://myanimelist.net/manga/118872/Aida_ni_Hatachi,https://cdn.myanimelist.net/r/100x140/images/manga/3/226241.jpg?s=57ca4dc6d5f3aeb0b8eb07f0c67fc0e1,6.56,May 2018 - Jul 2019
1695,Takopii no Genzai,1742,Manga,"2",Dec 2021 - Mar 2022,27920,https://myanimelist.net/manga/142600/Takopii_no_Genzai,https://cdn.myanimelist.net/r/100x140/images/manga/1/256655.jpg?s=3f5f85ee43766f0339f3a0ed411cd9fd,7.68,Dec 2021 - Mar 2022
1696,Ore no Kanojo ga Mangaka ni Naru,8006,One-shot,?,May 2021 - May 2021,225,https://myanimelist.net/manga/143547/Ore_no_Kanojo_ga_Mangaka_ni_Naru,https://cdn.myanimelist.net/r/100x140/images/manga/3/256747.jpg?s=b680dc2ae23ac6bc03129165b8ee3001,7.04,May 2021 - May 2021
1698,Yakitate!! Japan,2434,Manga,"26",Mar 2002 - Jan 2007,12475,https://myanimelist.net/manga/653/Yakitate_Japan,https://cdn.myanimelist.net/r/100x140/images/manga/4/28467.jpg?s=a6399d446b6fced0d8e7505d72d0793d,7.56,Mar 2002 - Jan 2007
1699,Kiken na Kiss wa Mitsu no Aji,15023,Manga,"1",Sep 2012 - Sep 2012,992,https://myanimelist.net/manga/38015/Kiken_na_Kiss_wa_Mitsu_no_Aji,https://cdn.myanimelist.net/r/100x140/images/manga/2/128459.jpg?s=306569c6216ef7a058dded0bbc9269ab,6.49,Sep 2012 - Sep 2012
1702,Yellow Heart,16950,Manga,"3",Jan 2001 - Jan 2001,1651,https://myanimelist.net/manga/8359/Yellow_Heart,https://cdn.myanimelist.net/r/100x140/images/manga/5/19676.jpg?s=1d7eafd69031f1b83dd313c4bdf0c256,6.16,Jan 2001 - Jan 2001
1704,Private Opinion: Banana Fish Another Story,353,Manga,"1",Dec 1995 - Dec 1995,4014,https://myanimelist.net/manga/16593/Private_Opinion__Banana_Fish_Another_Story,https://cdn.myanimelist.net/r/100x140/images/manga/2/202641.jpg?s=57dac39bda99acd69b89e5bbfa1a82c3,8.25,Dec 1995 - Dec 1995
1705,Surviving as a Fish,11487,Manhwa,?,May 2022 - Jun 2023,519,https://myanimelist.net/manga/151585/Surviving_as_a_Fish,https://cdn.myanimelist.net/r/100x140/images/manga/2/268421.jpg?s=7f46590f83a7e900c0a3bee579f30586,6.79,May 2022 - Jun 2023
1706,Asadora!,1668,Manga,?,Oct 2018 -,12548,https://myanimelist.net/manga/116000/Asadora,https://cdn.myanimelist.net/r/100x140/images/manga/3/265880.jpg?s=83e34153a7de73317d0fa7ecde96c4a3,7.69,Oct 2018 - Dec 2023
1707,"Boukensha License wo Hakudatsu sareta Ossan dakedo, Manamusume ga Dekita node Nonbiri Jinsei wo Ouka suru",6850,Manga,?,Nov 2018 -,7785,https://myanimelist.net/manga/119533/Boukensha_License_wo_Hakudatsu_sareta_Ossan_dakedo_Manamusume_ga_Dekita_node_Nonbiri_Jinsei_wo_Ouka_suru,https://cdn.myanimelist.net/r/100x140/images/manga/3/219504.jpg?s=2af758588742b31a94b0361eb347a5e5,7.12,Nov 2018 - Dec 2023
1708,Kiriko Kill,17806,Manga,"1",Aug 2018 - Sep 2018,2011,https://myanimelist.net/manga/120669/Kiriko_Kill,https://cdn.myanimelist.net/r/100x140/images/manga/3/224441.jpg?s=ef8cee3102831f38aa4174952cd4c8c9,5.2,Aug 2018 - Sep 2018
1709,Green.,14277,Manga,"1",May 2010 - Jun 2011,1841,https://myanimelist.net/manga/35351/Green,https://cdn.myanimelist.net/r/100x140/images/manga/1/123871.jpg?s=df9b841d1bee643bb4778796c3ce2a4b,6.56,May 2010 - Jun 2011
1710,Hime Koi,16969,One-shot,?,Oct 2013 - Oct 2013,434,https://myanimelist.net/manga/61601/Hime_Koi,https://cdn.myanimelist.net/r/100x140/images/manga/4/111311.jpg?s=e7232d9890f493c9ba2e618fffc461ed,6.15,Oct 2013 - Oct 2013
1711,Shitsugyou Kenja no Nariagari: Kirawareta Sainou wa Sekai Saikyou deshita,15826,Manga,?,Jun 2020 -,5558,https://myanimelist.net/manga/129173/Shitsugyou_Kenja_no_Nariagari__Kirawareta_Sainou_wa_Sekai_Saikyou_deshita,https://cdn.myanimelist.net/r/100x140/images/manga/2/236685.jpg?s=b95cd0b723365ed2ccce75a1b375154f,6.39,Jun 2020 - Dec 2023
1713,Tenseimae kara Nerawaretemasu!!,17023,Manga,"1",Jul 2019 - Jan 2020,598,https://myanimelist.net/manga/122001/Tenseimae_kara_Nerawaretemasu,https://cdn.myanimelist.net/r/100x140/images/manga/2/228260.jpg?s=68444cc157aa3834dfeb5073001a9ebf,6.13,Jul 2019 - Jan 2020
1714,Mai-HiME,10562,Manga,"5",Nov 2004 - Jul 2005,7034,https://myanimelist.net/manga/441/Mai-HiME,https://cdn.myanimelist.net/r/100x140/images/manga/2/178058.jpg?s=1756c0a8728318bd2ae9a9e9237f4734,6.85,Nov 2004 - Jul 2005
1718,Yobidasareta Satsurikusha,6892,Light-Novel,"9",Apr 2015 - Jun 2018,554,https://myanimelist.net/manga/99610/Yobidasareta_Satsurikusha,https://cdn.myanimelist.net/r/100x140/images/manga/3/179868.jpg?s=7e417f3e6a6c92b8a6c26985cc477ccd,7.11,Apr 2015 - Jun 2018
1719,Kidou Senshi Gundam Gaiden: The Blue Destiny,9430,Manga,"1",Oct 1996 - Mar 1997,1034,https://myanimelist.net/manga/342/Kidou_Senshi_Gundam_Gaiden__The_Blue_Destiny,https://cdn.myanimelist.net/r/100x140/images/manga/2/268899.jpg?s=6eed4be2228ed4e392d145eaec7a2abf,6.93,Oct 1996 - Mar 1997
1720,Marine Corps Yumi,3223,Manga,"7",Sep 2012 - May 2017,945,https://myanimelist.net/manga/55361/Marine_Corps_Yumi,https://cdn.myanimelist.net/r/100x140/images/manga/3/129059.jpg?s=50e65eb4bfbfd9bfd1b5131829f598e5,7.45,Sep 2012 - May 2017
1721,Suki Nante Ienai,6384,Manga,"1",Dec 2007 - Dec 2007,1314,https://myanimelist.net/manga/7230/Suki_Nante_Ienai,https://cdn.myanimelist.net/r/100x140/images/manga/3/130771.jpg?s=a8e51efdaee60bc985238d484dcbd195,7.15,Dec 2007 - Dec 2007
1722,K.O.SEN,9440,Manga,"2",Dec 2007 - Mar 2008,734,https://myanimelist.net/manga/3626/KOSEN,https://cdn.myanimelist.net/r/100x140/images/manga/3/178866.jpg?s=940676ee2350f286bbb21118f61dd5db,6.93,Dec 2007 - Mar 2008
1723,Ribbon no Kishi,4746,Manga,"3",Jan 1953 - Jan 1956,2984,https://myanimelist.net/manga/1676/Ribbon_no_Kishi,https://cdn.myanimelist.net/r/100x140/images/manga/2/130953.jpg?s=96786ada1bb73c6c68b506a20f018a48,7.29,Jan 1953 - Jan 1956
1725,Pet,8626,Manga,"5",Jul 2002 - Oct 2003,1108,https://myanimelist.net/manga/86669/Pet,https://cdn.myanimelist.net/r/100x140/images/manga/2/155140.jpg?s=86c1d5420d5a92ea0aa286f26d11568d,6.99,Jul 2002 - Oct 2003
1726,Ijimekaeshi.: Fukushuu no Calendrier,14477,Manga,?,Oct 2018 -,1140,https://myanimelist.net/manga/129007/Ijimekaeshi__Fukushuu_no_Calendrier,https://cdn.myanimelist.net/r/100x140/images/manga/2/237046.jpg?s=57a672e3bddc657ffccd0402a5b09a5e,6.54,Oct 2018 - Dec 2023
1727,Swweeet,12803,Manga,"2",Feb 2005 - Apr 2006,3813,https://myanimelist.net/manga/3247/Swweeet,https://cdn.myanimelist.net/r/100x140/images/manga/3/56989.jpg?s=a11ebcb56db55df81a63f15aa0b94ba9,6.68,Feb 2005 - Apr 2006
1728,Shousetsu Tenki no Ko,2192,Novel,"1",Jul 2019 - Jul 2019,417,https://myanimelist.net/manga/123756/Shousetsu_Tenki_no_Ko,https://cdn.myanimelist.net/r/100x140/images/manga/2/265837.jpg?s=ace1edb30b757439fb811dfca7965af7,7.6,Jul 2019 - Jul 2019
1729,Yandere-kei Otome Game no Sekai ni Tensei shiteshimatta you desu,13677,Manga,"7",Jan 2018 - Nov 2021,3599,https://myanimelist.net/manga/120363/Yandere-kei_Otome_Game_no_Sekai_ni_Tensei_shiteshimatta_you_desu,https://cdn.myanimelist.net/r/100x140/images/manga/3/222672.jpg?s=86fa067ba6c97631bacd807697aedb2e,6.61,Jan 2018 - Nov 2021
1730,A-Rank Boukensha no Slow Life,14623,Manga,?,Apr 2019 -,5687,https://myanimelist.net/manga/124049/A-Rank_Boukensha_no_Slow_Life,https://cdn.myanimelist.net/r/100x140/images/manga/2/227517.jpg?s=7a70aceb2b7350ced441e0e867161150,6.53,Apr 2019 - Dec 2023
1731,Otogibanashi Battle Royal,10305,Manga,?,Nov 2016 -,1225,https://myanimelist.net/manga/106727/Otogibanashi_Battle_Royal,https://cdn.myanimelist.net/r/100x140/images/manga/3/195282.jpg?s=91050dfba557ae185603466e5a32f857,6.87,Nov 2016 - Dec 2023
1732,Kaze no Stigma: Kouen no Miko,7742,Manga,"2",Apr 2007 - Mar 2008,4274,https://myanimelist.net/manga/3237/Kaze_no_Stigma__Kouen_no_Miko,https://cdn.myanimelist.net/r/100x140/images/manga/3/24737.jpg?s=bf4f1379823390d72b01d07f6cbc7ffd,7.05,Apr 2007 - Mar 2008
1733,Dakareteitai,16269,Manga,"1",Sep 2002 - Sep 2002,214,https://myanimelist.net/manga/29291/Dakareteitai,https://cdn.myanimelist.net/r/100x140/images/manga/3/46957.jpg?s=3b2863daac0d30fef411000ce2299284,6.32,Sep 2002 - Sep 2002
1734,Realist Maou ni Yoru Seiikinaki Isekai Kaikaku,10282,Manga,?,Jan 2019 -,8912,https://myanimelist.net/manga/121731/Realist_Maou_ni_Yoru_Seiikinaki_Isekai_Kaikaku,https://cdn.myanimelist.net/r/100x140/images/manga/3/226970.jpg?s=b07bed786085444fc0ab63dc82133631,6.87,Jan 2019 - Dec 2023
1736,Kimi wa Kawaii Hito,10243,One-shot,?,Jun 2012 - Jun 2012,1052,https://myanimelist.net/manga/47270/Kimi_wa_Kawaii_Hito,https://cdn.myanimelist.net/r/100x140/images/manga/1/83563.jpg?s=8387587e68d1b8be1e14fece22863473,6.88,Jun 2012 - Jun 2012
1737,Kono Oneesan wa Fiction desu!?,14268,Manga,"8",Aug 2010 - Feb 2015,14484,https://myanimelist.net/manga/23717/Kono_Oneesan_wa_Fiction_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/149001.jpg?s=c408eede2aa4ddf265e030f7372b9313,6.56,Aug 2010 - Feb 2015
1738,●Rec,5096,Doujinshi,"1",May 2014 - May 2014,7256,https://myanimelist.net/manga/74071/●Rec,https://cdn.myanimelist.net/r/100x140/images/manga/1/128519.jpg?s=797f7c2cabafb93419c44c4a3a925ae2,7.26,May 2014 - May 2014
1739,Montage,4683,Manga,"19",Jun 2010 - Feb 2015,4997,https://myanimelist.net/manga/33083/Montage,https://cdn.myanimelist.net/r/100x140/images/manga/3/160210.jpg?s=9caded9b885c3ea439c2360cff21af0d,7.3,Jun 2010 - Feb 2015
1740,Genshin Comic Anthology,5047,Manga,"1",Jun 2021 - Jun 2021,2315,https://myanimelist.net/manga/138079/Genshin_Comic_Anthology,https://cdn.myanimelist.net/r/100x140/images/manga/2/247216.jpg?s=a0938e10becac1818b2c51b7ce96c3ad,7.26,Jun 2021 - Jun 2021
1741,Kaibutsu Maid no Karei naru Oshigoto,5802,Manga,?,Apr 2020 -,1246,https://myanimelist.net/manga/127141/Kaibutsu_Maid_no_Karei_naru_Oshigoto,https://cdn.myanimelist.net/r/100x140/images/manga/3/236235.jpg?s=66f55646840c7c181918242b4ecfdb34,7.2,Apr 2020 - Dec 2023
1742,Ichi,3151,Manga,"7",Oct 2008 - Aug 2011,3097,https://myanimelist.net/manga/10886/Ichi,https://cdn.myanimelist.net/r/100x140/images/manga/1/61699.jpg?s=bc57e214af16e7f258f7f948bd189cf8,7.46,Oct 2008 - Aug 2011
1743,The iDOLM@STER Cinderella Girls: U149,4085,Manga,?,Oct 2016 -,540,https://myanimelist.net/manga/106803/The_iDOLMSTER_Cinderella_Girls__U149,https://cdn.myanimelist.net/r/100x140/images/manga/2/198430.jpg?s=c472c53071d4c60264b218200ed898c9,7.35,Oct 2016 - Dec 2023
1744,Zombie-Loan,4048,Manga,"13",Oct 2002 - Feb 2011,17906,https://myanimelist.net/manga/99/Zombie-Loan,https://cdn.myanimelist.net/r/100x140/images/manga/3/267914.jpg?s=5da0773b4417202c1cf18bb9d245adf2,7.35,Oct 2002 - Feb 2011
1745,Hadaka no Banri-kun,7912,Manga,"1",Jun 2008 - Feb 2019,1814,https://myanimelist.net/manga/121323/Hadaka_no_Banri-kun,https://cdn.myanimelist.net/r/100x140/images/manga/2/221484.jpg?s=1ea703a42cd426ed9b502202cbade693,7.04,Jun 2008 - Feb 2019
1746,Hungry Joker,11466,One-shot,?,Aug 2011 - Aug 2011,3369,https://myanimelist.net/manga/31073/Hungry_Joker,https://cdn.myanimelist.net/r/100x140/images/manga/1/57321.jpg?s=a306734e9c0f7783ab86870ebf37047e,6.79,Aug 2011 - Aug 2011
1747,Kamichama Karin Chu,1615,Manga,"7",Mar 2006 - Apr 2008,7806,https://myanimelist.net/manga/2575/Kamichama_Karin_Chu,https://cdn.myanimelist.net/r/100x140/images/manga/3/5734.jpg?s=f9d45bf7464f83826908d88c58eca581,7.71,Mar 2006 - Apr 2008
1748,Henai,13229,One-shot,?,May 2018 - May 2018,269,https://myanimelist.net/manga/133867/Henai,https://cdn.myanimelist.net/r/100x140/images/manga/2/241251.jpg?s=35c265730870a910ba2cbeb5f3f0178e,6.65,May 2018 - May 2018
1749,Zombieland Saga,11155,Manga,?,Oct 2018 -,1555,https://myanimelist.net/manga/116028/Zombieland_Saga,https://cdn.myanimelist.net/r/100x140/images/manga/2/224965.jpg?s=fe5e94a7ba5defe00ae83b0937ee238f,6.81,Oct 2018 - Dec 2023
1750,Otaku ni Yasashii Gal wa Inai!?,7083,Manga,?,Aug 2021 -,1750,https://myanimelist.net/manga/144152/Otaku_ni_Yasashii_Gal_wa_Inai,https://cdn.myanimelist.net/r/100x140/images/manga/2/257957.jpg?s=01096027d5959914ea1c3ddc71876bd4,7.1,Aug 2021 - Dec 2023
1752,Shichifuku Mafia,10651,Manga,"3",Dec 2013 - Nov 2014,704,https://myanimelist.net/manga/82507/Shichifuku_Mafia,https://cdn.myanimelist.net/r/100x140/images/manga/3/142907.jpg?s=74728a2c5b8276679c27a691169e18b2,6.85,Dec 2013 - Nov 2014
1753,Akatsuki ni Tatsu Lion,13196,Manga,"1",Aug 2003 - Aug 2003,1118,https://myanimelist.net/manga/15425/Akatsuki_ni_Tatsu_Lion,https://cdn.myanimelist.net/r/100x140/images/manga/2/90489.jpg?s=c0359dd84ded24f1b39d395cac837503,6.65,Aug 2003 - Aug 2003
1754,Motosaya,12568,Manga,"2",Jul 2017 - Feb 2018,442,https://myanimelist.net/manga/111063/Motosaya,https://cdn.myanimelist.net/r/100x140/images/manga/3/203746.jpg?s=64ee79b667908fe7b8b99fb5803bde52,6.7,Jul 2017 - Feb 2018
1755,Toriko no Toriko,16097,Manga,?,Apr 2016 - May 2016,346,https://myanimelist.net/manga/100244/Toriko_no_Toriko,https://cdn.myanimelist.net/r/100x140/images/manga/1/181475.jpg?s=26609970248824611329ed84be57be2b,6.35,Apr 2016 - May 2016
1756,Distant Sky,1561,Manhwa,"10",Jan 2014 - Jun 2018,7260,https://myanimelist.net/manga/82947/Distant_Sky,https://cdn.myanimelist.net/r/100x140/images/manga/1/143687.jpg?s=1caafd26156f2ecf862eff4ba71b1acf,7.72,Jan 2014 - Jun 2018
1757,Shurayuki-hime Gaiden,14377,Manga,"1",Dec 2006 - Dec 2007,1028,https://myanimelist.net/manga/20541/Shurayuki-hime_Gaiden,https://cdn.myanimelist.net/r/100x140/images/manga/1/254601.jpg?s=3275c54166f158521c67879c33972f2a,6.55,Dec 2006 - Dec 2007
1759,Kamisama☆Permanent,16601,One-shot,?,Aug 2011 - Aug 2011,2654,https://myanimelist.net/manga/32451/Kamisama☆Permanent,https://cdn.myanimelist.net/r/100x140/images/manga/3/161333.jpg?s=18b7bd193c7eb858b9f6ed64e0320c01,6.25,Aug 2011 - Aug 2011
1761,Dounyatsu,4684,Manga,?,Dec 2011 -,2244,https://myanimelist.net/manga/33915/Dounyatsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/126329.jpg?s=969d8ccb23937abcb5b9c289e2c389d4,7.3,Dec 2011 - Dec 2023
1762,Naruto Shinden Series,7253,Light-Novel,"4",Aug 2016 - Jul 2018,1645,https://myanimelist.net/manga/98462/Naruto_Shinden_Series,https://cdn.myanimelist.net/r/100x140/images/manga/1/204432.jpg?s=931f08d31a437cf5a44820fc29644fe8,7.09,Aug 2016 - Jul 2018
1763,Nijiiro Secret,11967,Manga,"1",Aug 2011 - Dec 2013,674,https://myanimelist.net/manga/86365/Nijiiro_Secret,https://cdn.myanimelist.net/r/100x140/images/manga/3/151287.jpg?s=cddfc135d9f1b95f49051ddb74e6ab69,6.75,Aug 2011 - Dec 2013
1764,Wagahai wa Yome de Aru.,9126,Manga,"1",Jul 2007 - Jul 2007,2177,https://myanimelist.net/manga/9871/Wagahai_wa_Yome_de_Aru,https://cdn.myanimelist.net/r/100x140/images/manga/3/111047.jpg?s=674142679914900d3ce7829f219206cf,6.96,Jul 2007 - Jul 2007
1767,Tsubasa,3787,Manga,"1",Dec 1997 - Dec 1997,502,https://myanimelist.net/manga/11365/Tsubasa,https://cdn.myanimelist.net/r/100x140/images/manga/3/246575.jpg?s=129b49adcb773e324d76ab4111e99cc2,7.38,Dec 1997 - Dec 1997
1768,Yuusha Dan,9075,Manga,"1",Jul 1962 - Dec 1962,675,https://myanimelist.net/manga/21476/Yuusha_Dan,https://cdn.myanimelist.net/r/100x140/images/manga/2/36118.jpg?s=f866f6babb0492ae46c5709326c47ce7,6.96,Jul 1962 - Dec 1962
1770,Higurashi no Naku Koro ni Kai: Meakashi-hen,297,Manga,"4",Jun 2006 - Feb 2008,14337,https://myanimelist.net/manga/1262/Higurashi_no_Naku_Koro_ni_Kai__Meakashi-hen,https://cdn.myanimelist.net/r/100x140/images/manga/5/259917.jpg?s=5d41249bb35a79c25e37c322fb0835fb,8.3,Jun 2006 - Feb 2008
1771,Isekai Cheat Magician,17149,Manga,?,Dec 2016 -,10513,https://myanimelist.net/manga/104284/Isekai_Cheat_Magician,https://cdn.myanimelist.net/r/100x140/images/manga/2/197686.jpg?s=d737afea843321c49c20cdc212daaadd,6.08,Dec 2016 - Dec 2023
1772,Tengen Toppa Gurren Lagann: Otoko Doahou!-hen,2126,Manga,"3",Dec 2013 - Apr 2015,553,https://myanimelist.net/manga/79539/Tengen_Toppa_Gurren_Lagann__Otoko_Doahou-hen,https://cdn.myanimelist.net/r/100x140/images/manga/2/157918.jpg?s=18dbfeef26eae7d429f76ed819be2b56,7.61,Dec 2013 - Apr 2015
